user_id,gender,age,stream,sem_1,sem_2,sem_3,sem_4,sem_5,sem_6
1210,Male,24,Electrical Engineering,"Engineering Mechanics, Soft Skills for Engineers",Unknown,"IoT for Electrical Engineers, Introduction to Renewable Energy Systems","IoT for Electrical Engineers, Introduction to Renewable Energy Systems","Smart Grid Technology, Power Electronics Design","Smart Grid Technology, Power Electronics Design"
1211,Female,25,Chemical Engineering,"Introduction to Python Programming, Introduction to Data Science","Introduction to Python Programming, Introduction to Data Science","Industrial Safety and Hazard Management, Process Engineering Fundamentals","Industrial Safety and Hazard Management, Process Engineering Fundamentals","Biochemical Engineering, Environmental Impact of Chemical Processes","Biochemical Engineering, Environmental Impact of Chemical Processes"
1212,Female,20,Aerospace Engineering,"Introduction to Python Programming, Environmental Science and Sustainability","Introduction to Python Programming, Environmental Science and Sustainability","Introduction to Aerospace Structures, Basics of Computational Fluid Dynamics (CFD)","Introduction to Aerospace Structures, Basics of Computational Fluid Dynamics (CFD)","Spacecraft Avionics, Spacecraft Dynamics and Control","Spacecraft Avionics, Spacecraft Dynamics and Control"
1213,Female,24,Aerospace Engineering,"Environmental Science and Sustainability, Introduction to Data Science","Environmental Science and Sustainability, Introduction to Data Science","Basics of Computational Fluid Dynamics (CFD), Basics of Aerodynamics","Basics of Computational Fluid Dynamics (CFD), Basics of Aerodynamics","Advanced Aerodynamics, Advanced Aerodynamics","Advanced Aerodynamics, Advanced Aerodynamics"
1214,Unknown,21,Biotechnology/Biomedical Engineering,"Introduction to Computer-Aided Design (CAD), Introduction to Data Science",Unknown,"Basics of Bioprocess Engineering, Basics of Bioprocess Engineering","Basics of Bioprocess Engineering, Basics of Bioprocess Engineering","Biomedical Signal Processing, Bioinformatics Applications in Genomics","Biomedical Signal Processing, Bioinformatics Applications in Genomics"
1215,Unknown,19,Aerospace Engineering,"Introduction to Computer-Aided Design (CAD), Engineering Mechanics","Introduction to Computer-Aided Design (CAD), Engineering Mechanics","Flight Mechanics, Satellite Communication Systems","Flight Mechanics, Satellite Communication Systems","Spacecraft Avionics, Orbital Mechanics","Spacecraft Avionics, Orbital Mechanics"
1216,Unknown,24,Electronics and Communication Engineering (ECE),"Environmental Science and Sustainability, Introduction to Computer-Aided Design (CAD)",Unknown,"MATLAB Programming for Engineers, Microprocessors and Microcontrollers","MATLAB Programming for Engineers, Microprocessors and Microcontrollers","FPGA Programming, Radar Systems and Applications","FPGA Programming, Radar Systems and Applications"
1217,Male,20,Electrical Engineering,"Engineering Mathematics, Introduction to Data Science","Engineering Mathematics, Introduction to Data Science","Introduction to Renewable Energy Systems, Electromagnetic Fields and Waves","Introduction to Renewable Energy Systems, Electromagnetic Fields and Waves","IoT Applications in Electrical Engineering, Advanced Power Systems","IoT Applications in Electrical Engineering, Advanced Power Systems"
1218,Female,25,Computer Science and Engineering (CSE),"Soft Skills for Engineers, Introduction to Python Programming","Soft Skills for Engineers, Introduction to Python Programming","Version Control with Git and GitHub, Object-Oriented Programming with Java","Version Control with Git and GitHub, Object-Oriented Programming with Java","Mobile App Development with Flutter, Cloud Architect Essentials","Mobile App Development with Flutter, Cloud Architect Essentials"
1219,Female,20,Biotechnology/Biomedical Engineering,"Engineering Mathematics, Engineering Mathematics","Engineering Mathematics, Engineering Mathematics","Biomedical Instrumentation, Introduction to Tissue Engineering","Biomedical Instrumentation, Introduction to Tissue Engineering","Gene Editing with CRISPR, Gene Editing with CRISPR","Gene Editing with CRISPR, Gene Editing with CRISPR"
1220,Unknown,25,Chemical Engineering,"Basics of Electrical and Electronics Engineering, Introduction to Data Science","Basics of Electrical and Electronics Engineering, Introduction to Data Science","Industrial Safety and Hazard Management, Mass Transfer Basics","Industrial Safety and Hazard Management, Mass Transfer Basics","Environmental Impact of Chemical Processes, Advanced Thermodynamics","Environmental Impact of Chemical Processes, Advanced Thermodynamics"
1221,Female,19,Biotechnology/Biomedical Engineering,Unknown,"Environmental Science and Sustainability, Introduction to Python Programming","Basics of Bioprocess Engineering, Bioinformatics for Beginners","Basics of Bioprocess Engineering, Bioinformatics for Beginners","Drug Delivery Systems, Advanced Tissue Engineering","Drug Delivery Systems, Advanced Tissue Engineering"
1222,Female,19,Unknown,"Engineering Mathematics, Introduction to Python Programming","Engineering Mathematics, Introduction to Python Programming","Basics of Aerodynamics, Satellite Communication Systems","Basics of Aerodynamics, Satellite Communication Systems","Spacecraft Dynamics and Control, Spacecraft Avionics","Spacecraft Dynamics and Control, Spacecraft Avionics"
1223,Unknown,22,Biotechnology/Biomedical Engineering,"Introduction to Data Science, Engineering Mechanics","Introduction to Data Science, Engineering Mechanics","Medical Imaging and Applications, Introduction to Tissue Engineering","Medical Imaging and Applications, Introduction to Tissue Engineering","Biomedical Signal Processing, Bioinformatics Applications in Genomics","Biomedical Signal Processing, Bioinformatics Applications in Genomics"
1224,Male,22,Chemical Engineering,"Introduction to Python Programming, Environmental Science and Sustainability","Introduction to Python Programming, Environmental Science and Sustainability","Energy Management in Process Industries, Energy Management in Process Industries","Energy Management in Process Industries, Energy Management in Process Industries","Process Optimization and Simulation, Environmental Impact of Chemical Processes","Process Optimization and Simulation, Environmental Impact of Chemical Processes"
1225,Male,23,Electrical Engineering,Unknown,"Engineering Mathematics, Introduction to Computer-Aided Design (CAD)","Introduction to Renewable Energy Systems, Electrical Machines and Drives","Introduction to Renewable Energy Systems, Electrical Machines and Drives","Power Electronics Design, Smart Grid Technology","Power Electronics Design, Smart Grid Technology"
1226,Male,25,Electrical Engineering,"Engineering Mathematics, Engineering Mechanics",Unknown,"Circuit Theory Basics, IoT for Electrical Engineers","Circuit Theory Basics, IoT for Electrical Engineers","Power Electronics Design, Electric Vehicle Systems","Power Electronics Design, Electric Vehicle Systems"
1227,Male,21,Chemical Engineering,"Introduction to Computer-Aided Design (CAD), Introduction to Python Programming","Introduction to Computer-Aided Design (CAD), Introduction to Python Programming","Process Engineering Fundamentals, Mass Transfer Basics","Process Engineering Fundamentals, Mass Transfer Basics","Advanced Thermodynamics, Environmental Impact of Chemical Processes","Advanced Thermodynamics, Environmental Impact of Chemical Processes"
1228,Female,19,Civil Engineering,"Introduction to Data Science, Engineering Mechanics","Introduction to Data Science, Engineering Mechanics","Introduction to BIM (Building Information Modeling), Concrete Technology","Introduction to BIM (Building Information Modeling), Concrete Technology","Advanced Highway Engineering, Smart Cities and Urban Planning","Advanced Highway Engineering, Smart Cities and Urban Planning"
1229,Unknown,20,Biotechnology/Biomedical Engineering,"Environmental Science and Sustainability, Introduction to Python Programming",Unknown,"Biomedical Instrumentation, Introduction to Genetic Engineering","Biomedical Instrumentation, Introduction to Genetic Engineering","Biomaterials and Nanotechnology, Biomedical Signal Processing","Biomaterials and Nanotechnology, Biomedical Signal Processing"
1230,Male,22,Civil Engineering,"Introduction to Data Science, Introduction to Computer-Aided Design (CAD)","Introduction to Data Science, Introduction to Computer-Aided Design (CAD)","Introduction to BIM (Building Information Modeling), Basics of Structural Analysis","Introduction to BIM (Building Information Modeling), Basics of Structural Analysis","Smart Cities and Urban Planning, Geotechnical Engineering Advanced Concepts","Smart Cities and Urban Planning, Geotechnical Engineering Advanced Concepts"
1232,Female,22,Unknown,"Soft Skills for Engineers, Soft Skills for Engineers",Unknown,"Introduction to BIM (Building Information Modeling), Surveying and Geomatics","Introduction to BIM (Building Information Modeling), Surveying and Geomatics","Hydrology and Water Resource Engineering, Geotechnical Engineering Advanced Concepts","Hydrology and Water Resource Engineering, Geotechnical Engineering Advanced Concepts"
1233,Female,25,Civil Engineering,"Introduction to Data Science, Engineering Mechanics",Unknown,"Surveying and Geomatics, Surveying and Geomatics","Surveying and Geomatics, Surveying and Geomatics","Hydrology and Water Resource Engineering, Smart Transportation Systems","Hydrology and Water Resource Engineering, Smart Transportation Systems"
1234,Unknown,23,Unknown,Unknown,"Environmental Science and Sustainability, Soft Skills for Engineers","Introduction to Additive Manufacturing (3D Printing), Finite Element Analysis (FEA)","Introduction to Additive Manufacturing (3D Printing), Finite Element Analysis (FEA)","HVAC Systems Design, Introduction to Mechatronics","HVAC Systems Design, Introduction to Mechatronics"
1235,Unknown,22,Unknown,"Basics of Electrical and Electronics Engineering, Environmental Science and Sustainability","Basics of Electrical and Electronics Engineering, Environmental Science and Sustainability","Strength of Materials, Basics of Robotics","Strength of Materials, Basics of Robotics","Robotics and Automation Engineering, Robotics and Automation Engineering","Robotics and Automation Engineering, Robotics and Automation Engineering"
1236,Female,24,Computer Science and Engineering (CSE),"Environmental Science and Sustainability, Introduction to Data Science","Environmental Science and Sustainability, Introduction to Data Science","Foundations of Cybersecurity, Foundations of Cybersecurity","Foundations of Cybersecurity, Foundations of Cybersecurity","DevOps Practices, Cloud Architect Essentials","DevOps Practices, Cloud Architect Essentials"
